,url,title,location,price,post date,category,manufacturer,caliber,action,firearm type,postcontent
89,http://www.armslist.com/posts/5195089,For Sale:  Glock 21 Magazines,"Lowry, Denver, Colorado",$ 40,"Listed On: Saturday, February 20, 2016",Magazines,no type,no type,no type,no type,"I have two Glock 21 magazines for sale, standard 13-round, in .45 ACP. One is new and unused. The other is very lightly used. Cash only. Buyer must pick up."
91,http://www.armslist.com/posts/5195091,For Sale/Trade:  Kimber Warrior 1911 w/ Surefire X300 and extras,"Edmond, Oklahoma City, Oklahoma","$ 1,200","Listed On: Wednesday, April 27, 2016",Handguns,Kimber                                                                                ,45 ACP                                                                                ,Single Action                                                                                ,Pistol,"Selling my black Kimber Warrior 1911 that had around 400-500 rounds through it but looks brand spanking new and comes with -Surefire X300 ($200)-Kimber Mainspring Housing and Magwell ($83)-EGW Carry Bevel Bushing ($25)-VS Grips - Simonich Gunner Black G10 with thumb notch ($70)-Wilson Combat Checked insert ($10-1 Kimber 7rd mag w/ Chip McCormick base pad ($24 + $4 for base pad, $28 total)-1 Mec-Gar 8rd mag ($26)-1 Chip McCormick Power 10rd mag ($30)-4 Chip McCormick Shooting Star 8rd mags ($26)-Original box with papers, safety plug, bushing tool, and lock (Free)-Comes with original night sights as well (Free)-50rds of Blazer Brass 230gr FMJ ($20)-50rds of Speer Gold Dot 230gr GDHP ($25)That's over $600 in extras alone!!ASKING $1200 OBO -Or Best Offer"
93,http://www.armslist.com/posts/5195093,For Sale/Trade:  ruger mini 14,"louisville, Louisville, Kentucky",$ 500,"Listed On: Saturday, February 20, 2016",Rifles,Ruger                                                                                ,223/5.56 NATO                                                                                ,Semi-automatic                                                                                ,Rifle,early preban mini 14 not ranch model with 5 thirty round mags graet shape
94,http://www.armslist.com/posts/5195094,For Sale:  Smith & Wesson K/L grips,"SE Aurora, Denver, Colorado",$ 45,"Listed On: Saturday, February 20, 2016",Handguns,Smith & Wesson                                                                                ,357 Magnum                                                                                ,Double Action                                                                                ,Revolver,Smith & Wesson K/L frame revolver wood Target grips purchased from the official Smith & Wesson website for around $75-$80.00 dollars and never used. These are newly manufactured and are not vintage grips however they are well made.   Asking $45.00
97,http://www.armslist.com/posts/5195097,For Sale/Trade:  Sig Sauer 1911,"Cleveland, Cleveland, Ohio",$ 900,"Listed On: Saturday, February 20, 2016",Handguns,Sig Sauer                                                                                ,45 ACP                                                                                ,Single Action                                                                                ,Pistol,lightly used sig Sauer Nitron with rail. Night sights and two mags. The gun looks and runs great. Looking to trade for a stainless full size 1911 of equal value. Trade value 850 cash price 900. Can add Winthrop IWB leather holster. Comes with box and everything from the factory.
100,http://www.armslist.com/posts/5195100,For Sale:  380 star,"greenwood, Indiana, United States",$ 220,"Listed On: Saturday, February 20, 2016",Handguns,Charter Arms                                                                                ,380 ACP                                                                                ,Double / Single Action                                                                                ,Pistol,380 charter arms star semi auto 220.00
103,http://www.armslist.com/posts/5195103,For Sale:  andersen complete upper and complete lower,"oakland, Detroit, Michigan",FREE,"Listed On: Saturday, February 20, 2016",Rifles,no type,5.56×45mm NATO                                                                                ,Semi-automatic                                                                                ,Rifle,"Upper and lower both complete, never used. They are take offs from a full rifle.May take trades or best offer"
104,http://www.armslist.com/posts/5195104,Want To Buy:  Looking for SR9c,"thornton/brighton, Denver, Colorado",$ 350,"Listed On: Saturday, February 20, 2016",Handguns,Ruger                                                                                ,9mm Luger (9x19)                                                                                ,Striker Fire                                                                                ,Pistol,Looking for a sr9c or sr9 black or silver tone works
105,http://www.armslist.com/posts/5195105,For Sale:  Remington 1187,"North, Knoxville, Tennessee",$ 400,"Listed On: Saturday, February 20, 2016",Shotguns,Remington                                                                                ,12 Gauge                                                                                ,Semi-automatic                                                                                ,Shotgun,"For sale. Lightly used Remington 1187 Premier Trap 12 ga shotgun. Two barrels, 5 chokes. Very nice checkering on forearm and on grip.  If interested call or text REDACTED."
107,http://www.armslist.com/posts/5195107,For Trade:  Glock 19,"Centerville, Texas, United States",Offer,"Listed On: Saturday, February 20, 2016",Handguns,Glock                                                                                ,9mm Luger (9x19)                                                                                ,no type,Pistol,Glock 19 Gen 3 Linsey's edition full FDE I'm looking for something new lots of upgrades low round count I'm the original owner bought it new
108,http://www.armslist.com/posts/5195108,For Sale:  Remington 1100 LT- 20 20Ga Magnum,"madison, Madison, Wisconsin",$ 600,"Listed On: Monday, April 11, 2016",Shotguns,Remington                                                                                ,20 Gauge                                                                                ,Semi-automatic                                                                                ,Shotgun,"Beautiful Remington 1100 20 LT .20 gauge magnum  3"" shells semi auto shotgun wood and blueing in excellent condition. Barrel is 27"" and full choke."
