,Title,Release.Date,Primary.Genre,Actors,acum_real
1255,"Limits Of Control, The",12/11/2009,Drama,"Alex Descas, Bill Murray, Gael GarcÃ­a Bernal, Hiam Abbass, Isaach De BankolÃ©, Jean-FranÃ§ois StÃ©venin, John Hurt, Luis Tosar, Paz de la Huerta, Tilda Swinton, Youki Kudoh",216579.0
1257,Sin Nombre,05/15/2009,Suspense,"Diana Garcia, Edgar M. Flores, Gerado Taracena, Guillermo Villegas, Kristyan A. Ferrer, Paulina Gaytan",8158711.99999999
1259,La Familia Tortuga,10/31/2008,Drama,"Dagoberto Gama, JosÃ© Ãngel Bichir, Julieta Egurrola, Julio Huidobro",130414.0
1261,Joy Division,10/14/2008,Documentary,"Ian Curtis, Peter Hook, Peter Saville, Stephen Morris",84020.9999999999
1262,La vida en corto,11/09/2007,Short,,210516.0
1267,How to Lose Friends & Alienate People,07/24/2009,Comedy,"Danny Huston, Gillian Anderson, Jeff Bridges, Kirsten Dunst, Margo Stilley, Megan Fox, Simon Pegg",7427137.00000001
1268,"Brothers Bloom, The",10/16/2009,Adventure,"Adrien Brody, Joseph Gordon-Levitt, Mark Ruffalo, Max Records, Rachel Weisz, Rinko Kikuchi, Robbie Coltrane, Zachary Gordon",1508013.0
1269,Chapter 27,08/01/2008,Drama,"George Bryant II, Jared Leto, Jeane Fournier, Judah Friedlander, Kevin Cannon, Lindsay Lohan, Mark Lindsay Chapman, Matthew Humphreys, Melissa Demyan, Ursula Abbott",1155346.0
1271,Night at the Museum: Battle of the Smithsonian,06/12/2009,Comedy,"Alain Chabat, Amy Adams, Ben Stiller, Bill Hader, Christopher Guest, Craig Robinson, Hank Azaria, Jay Baruchel, Owen Wilson, Ricky Gervais, Robin Williams, Steve Coogan",132246841.15
1272,Yes Man,01/30/2009,Comedy,"Bradley Cooper, Danny Masterson, Fionnula Flanagan, Jim Carrey, John Michael Higgins, Molly Sims, Sasha Alexander, Zooey Deschanel",71474298.9999999
1273,RockNRolla,01/09/2009,Action,"Chris ""Ludacris"" Bridges, Gemma Arterton, Gerard Butler, Idris Elba, Jamie Campbell Bower, Jeremy Piven, Karel Roden, Mark Strong, Thandie Newton, Tom Wilkinson",3533643.0
1274,Body Of Lies,11/28/2008,Suspense,"Leonardo DiCaprio, Mark Strong, Oscar Isaac, Russell Crowe, Vince Colosimo",29770062.0
1275,Sultanes del Sur,12/21/2007,Action,"Alejandra Barros, Ana de la Reguera, Brian Maya, Celso Bugallo, Claudia Caballero, Jordi Molla, Juan Carlos Remolina, Luis Altamirano, Mario AlarcÃ³n, Oscar Alegre, RaÃºl MÃ©ndez, Rosa MarÃ­a Bianchi, Silverio Palacios, Tony Dalton",38175498.5999999
1276,Partes usadas,04/18/2008,Drama,"Alan ChÃ¡vez, Carlos Caja, Damayanti Quintanar, Eduardo Granados, Pilar Padilla",783595.000000002
1280,U2 3D,08/29/2008,Documentary,"Adam Clayton, Bono, Larry Mullen Jr., The Edge",6215868.0
1283,"Garabato, El",01/11/2008,,"Jose Alonso, Luis Ernesto Franco, Mariana Ãvila, Marta Aura",1412774.0
1284,Paul Blart Mall Cop,03/13/2009,Comedy,"Erick Avari, Gary Valentine, Keir O'Donnell, Kevin James, Raini Rodriguez",33288039.0
1288,Disgrace,05/14/2010,Drama,"Charles Tertiens, Eriq Ebouaney, Jessica Haines, John Malkovich, Paula Arundell, Scott Cooper",82911.0000000001
1291,Street Kings,04/18/2008,Drama,"Amaury Nolasco, Cedric the Entertainer, Chris Evans, Common, Forest Whitaker, Hugh Laurie, Jay Mohr, John Corbett, Keanu Reeves, Kenneth Choi, Kirstin Pierce, Martha Higareda, Naomie Harris, Terry Crews, The Game",28590633.000000104
1301,Percy Jackson & The Olympians: The Lightning Thief,02/12/2010,Adventure,"Alexandra Daddario, Alexis Knapp, Brandon T. Jackson, Catherine Keener, Jake Abel, Joe Pantoliano, Kevin McKidd, Logan Lerman, Pierce Brosnan, Rosario Dawson, Sean Bean, Steve Coogan, Uma Thurman",74333579.0
1303,Knowing,03/27/2009,Suspense,"Adrienne Pickering, Ben Mendelsohn, Brett Robson, Chandler Canterbury, Liam Hemsworth, Nicolas Cage, Rose Byrne, Tamara Donnellan",63156388.400000095
1304,Changeling,02/27/2009,Drama,"Amy Ryan, Angelina Jolie, Colm Feore, Devon Conti, Devon Gearhart, Jeffrey Donovan, John Malkovich, Michelle Martin",26548259.0
1305,Australia,12/25/2008,Drama,"Bryan Brown, David Wenham, Hugh Jackman, Jack Thompson, Nicole Kidman",54476351.999999896
1307,Max Payne,10/24/2008,Action,"Amaury Nolasco, Beau Bridges, Chris ""Ludacris"" Bridges, Chris O'Donnell, Donal Logue, Kate Burton, Mark Wahlberg, Mila Kunis",19196569.0
1308,Taken,08/22/2008,Action,"Famke Janssen, Jon Gries, Katie Cassidy, Leland Orser, Liam Neeson, Maggie Grace, Xander Berkeley",56673261.0
1309,"Duchess, The",11/21/2008,Drama,"Aidan McArdle, Charlotte Rampling, Dominic Cooper, Hayley Atwell, Keira Knightley, Ralph Fiennes, Simon McBurney",7103626.0
1310,Star Wars: The Clone Wars,08/15/2008,Animation,"Anthony Daniels, Christopher Lee, Dee Bradley Baker, Ian Abercrombie, Samuel L. Jackson, Tom Kane",29908503.0
1312,Shutter Island,03/12/2010,Suspense,"Elias Koteas, Emily Mortimer, Jackie Earle Haley, Leonardo DiCaprio, Mark Ruffalo, Max von Sydow, Michelle Williams, Patricia Clarkson, Ruby Jerins",53896773.0
1320,Terminator Salvation,07/31/2009,Action,"Anton Yelchin, Bryce Dallas Howard, Christian Bale, Helena Bonham Carter, Michael Ferris, Moon Bloodgood, Sam Worthington",94954561.9999999
1321,2012,11/13/2009,Action,"Amanda Peet, Chiwetel Ejiofor, Danny Glover, George Segal, John Cusack, Morgan Lily, Oliver Platt, Thandie Newton, Woody Harrelson",254518041.9
1322,Megamind,12/16/2010,Animation,"Ben Stiller, Brad Pitt, David Cross, Emily Nordwind, Jessica Schulte, Jonah Hill, Justin Theroux, Tina Fey, Tom McGrath, Will Ferrell",168610865.5
1325,Frozen River,11/07/2008,Drama,"Charlie McDermott, Dylan Carusona, James Reilly, Mark Boone Junior, Melissa Leo, Michael O'Keefe, Misty Upham",1291127.0
1328,Enemigos Ãntimos,08/07/2009,Drama,"Demian Bichir, Dolores Heredia, Roberto Sosa, Ximena SariÃ±ana",8058062.00000001
1329,Todo incluido (2008),07/10/2009,Drama,"Ana Serradilla, Eduardo Cuervo, Fernando Arroyo, Jaime Camil, JesÃºs Ochoa, Leonor Varela, Martha Higareda, Maya Zapata, MÃ³nica Cruz, Valentina Vargas",22443838.0
1331,Gran Torino,03/27/2009,Drama,"Ahney Her, Bee Vang, Brian Haley, Christopher Carley, Clint Eastwood, Geraldine Hughes",28867451.0
1332,"A-Team, The",06/11/2010,Action,"Bradley Cooper, C. Ernst Harth, Dirk Benedict, Gerald McRaney, Jessica Biel, Liam Neeson, Maury Sterling, Omari Hardwick, Patrick Wilson, Quinton 'Rampage' Jackson, Sharlto Copley, Terry Chen",28273042.0
1333,"Road, The (2009)",04/30/2010,Drama,"Charlize Theron, Guy Pearce, Robert Duvall, Viggo Mortensen",6122632.99999999
1337,Transsiberian,10/02/2009,Drama,"Eduardo Noriega, Emily Mortimer, Etienne Chicot, Kate Mara, Mac McDonald, Thomas Kretschmann, Woody Harrelson",4153746.0
1338,Under The Sea 3D,04/23/2010,Documentary,,412794.000000001
1340,Frost/Nixon,02/06/2009,Drama,"Frank Langella, Gabriel Jarret, Kevin Bacon, Matthew Macfadyen, Michael Sheen, Oliver Platt, Sam Rockwell, Toby Jones",2004199.0
1341,State Of Play,06/05/2009,Suspense,"Ben Affleck, Helen Mirren, Jason Bateman, Jeff Daniels, Rachel McAdams, Robin Wright, Russell Crowe, Viola Davis, Wendy Makkena",17073418.78
1342,Duplicity,04/09/2009,Comedy,"Billy Bob Thornton, Clive Owen, Julia Roberts, Paul Giamatti, Tom Wilkinson",22218888.0
1343,Dance Flick,09/11/2009,Comedy,"Amy Sedaris, Essence Atkins, Marlon Wayans, Shawn Wayans",7739363.00000001
1344,"Ugly Truth, The",09/04/2009,Comedy,"Bonnie Somerville, Bree Turner, Cheryl Hines, Eric Winter, Gerard Butler, John Michael Higgins, Katherine Heigl, Nick Searcy, Yvette Nicole Brown",62255891.9900001
1345,Underworld: Rise of the Lycans,02/06/2009,Action,"Bill Nighy, Kate Beckinsale, Kevin Grevioux, Michael Sheen, Rhona Mitra, Shane Brolly, Steven MacKintosh",56713988.0
1346,Public Enemies,07/03/2009,Suspense,"Channing Tatum, Christian Bale, David Wenham, Emilie de Ravin, Giovanni Ribisi, Johnny Depp, John Ortiz, Marion Cotillard, Rory Cochrane, Stephen Dorff",70260592.8000001
1347,Funny People,10/02/2009,Comedy,"Adam Sandler, Eric Bana, Jason Schwartzman, Jonah Hill, Leslie Mann, RZA, Seth Rogen",10273787.0
1348,Robin Hood (2010),05/14/2010,Adventure,"Alan Doyle, Cate Blanchett, Danny Huston, Kevin Durand, Lea Seydoux, Mark Strong, Matthew Macfadyen, Max von Sydow, Oscar Isaac, Russell Crowe, Scott Grimes, William Hurt",115220507.0
1349,LÃ¥t den rÃ¤tte komma in,02/27/2009,Drama,"KÃ¥re Hedebrant, Lina Leandersson",4006782.0
1350,Armored,02/05/2010,Suspense,"Amaury Nolasco, Andrew Fiscella, Columbus Short, Jean Reno, Laurence Fishburne, Matt Dillon, Milo Ventimiglia, Skeet Ulrich",9983725.99999999
1351,"Stepfather, The",12/11/2009,Suspense,"Amber Heard, Dylan Walsh, Jon Tenney, Penn Badgley, Sela Ward",7661794.0
1352,"Secret Life Of Bees, The",03/13/2009,Drama,"Alicia Keyes, Dakota Fanning, Hilarie Burton, Paul Bettany, Queen Latifah",2593142.0
1355,"Soloist, The",09/25/2009,Drama,"Catherine Keener, Jamie Foxx, Justin Martin, Rachael Harris, Robert Downey  Jr., Stephen Root, Tom Hollander",7691111.0
1361,"Goods: Live Hard, Sell Hard, The",02/11/2011,Comedy,"Alan Thicke, Charles Napier, Craig Robinson, David Koechner, Ed Helms, James Brolin, Jeremy Piven, Joey Kern, Jonathan Sadowski, Jordana Spiro, Kathryn Hahn, Ken Jeong, Noureen DeWulf, Rob Riggle, T.J. Miller, Tony Hale, Ving Rhames, Will Ferrell",333270.5
1362,Cirque Du Freak: The Vampire's Assistant,10/30/2009,Action,"Chris Massoglia, Jane Krakowski, John C. Reilly, Josh Hutcherson, Ken Watanabe, Patrick Fugit, Ray Stevenson, Salma Hayek, Willem Dafoe",25707318.51
1364,"Uninvited, The (2009)",07/24/2009,Horror,"Arielle Kebbel, David Strathairn, Elizabeth Banks, Emily Browning, John Prowse",36403570.0
1365,Casi Divas,04/11/2008,Comedy,"Ana Layevska, Julio Bracho, Maya Zapata, Patricia Llaca",39004936.000000104
1372,Gonzo: The Life and Work of Dr. Hunter S. Thompson,06/18/2009,Documentary,,51870.0
1373,Harry Potter And The Deathly Hallows: Part 1,11/18/2010,Adventure,"Alan Rickman, Andy Linden, Bill Nighy, Bonnie Wright, Brendan Gleeson, Carolyn Pickles, ClÃ©mence PoÃ©sy, Daniel Radcliffe, David Thewlis, Devon Murray, Domhnall Gleeson, Emma Watson, Evanna Lynch, Fiona Shaw, Frances de la Tour, Freddie Stroma, George Harris, Harry Melling, Helena Bonham Carter, Helen McCrory, Imelda Staunton, James Phelps, Jamie Campbell Bower, Jason Isaacs, Jessie Cave, John Hurt, Julie Walters, Mark Williams, Matthew Lewis, Michael Gambon, Michelle Fairley, Natalia Tena, Oliver Phelps, Ralph Fiennes, Rhys Ifans, Richard Griffiths, Robbie Coltrane, Rupert Grint, Timothy Spall, Tom Felton, Warwick Davis",251179074.18
1375,Kung Fu Panda,06/20/2008,Animation,"Angelina Jolie, Dan Fogler, Dustin Hoffman, Ian McShane, Jack Black, Jackie Chan, Lucy Liu, Seth Rogen",226241869.99999902
1376,Man On Wire,04/30/2010,Documentary,"Ardis Campbell, David Demato, Paul McGill",202738.0
1377,"Dark Knight, The",07/18/2008,Action,"Aaron Eckhart, Christian Bale, Eric Roberts, Gary Oldman, Heath Ledger, Maggie Gyllenhaal, Michael Caine, Morgan Freeman, Ritchie Coster",258200447.39999902
1380,Away We Go,11/19/2009,Comedy,"Allison Janney, Carmen Ejogo, Catherine O'Hara, Chris Messina, Jeff Daniels, John Krasinski, Maggie Gyllenhaal, Maya Rudolph, Melanie Lynskey, Toni Collette",1129336.0
1383,Ice Age: Dawn Of The Dinosaurs,07/03/2009,Animation,"Bill Hader, Chris Wedge, Denis Leary, Jane Lynch, John Leguizamo, Kristen Wiig, Queen Latifah, Ray Romano, Seann William Scott, Simon Pegg",532650185.600001
1386,"Last Airbender, The",08/27/2010,Adventure,"Aasif Mandvi, Ben Cooke, Cliff Curtis, Dee Bradley Baker, Dev Patel, Jackson Rathbone, Jessica Andres, Katharine Houghton, Keong Sim, Nicola Peltz, Noah Ringer, Randall Duk Kim, Seychelle Gabriel, Shaun Toub",180464660.5994
1387,Iron Man 2,04/30/2010,Action,"Clark Gregg, Don Cheadle, Edward Norton, Gwyneth Paltrow, Helena Mattsson, John Slattery, Jon Favreau, Kate Mara, Leslie Bibb, Mickey Rourke, Olivia Munn, Paul Bettany, Robert Downey  Jr., Sam Rockwell, Samuel L. Jackson, Scarlett Johansson, Stan Lee",243079834.99999902
1389,12 Rounds,04/17/2009,Action,"Aidan Gillen, Ashley Scott, Brian White, John Cena, Lara Grice, Michael Blake, Steve Harris",7697730.99999999
1390,Alvin And The Chipmunks: The Squeakquel,12/25/2009,Animation,"Alexandra Shipp, Amy Poehler, Anna Faris, Cameron Richardson, David Cross, Jason Lee, Jesse McCartney, Justin Long, Matthew Gray Gubler, Zachary Levi",132026523.0
1391,Push,05/15/2009,Action,"Camilla Belle, Chris Evans, Dakota Fanning, Djimon Hounsou, Joel Gretsch, Maggie Siff, Ming-Na Wen, Neil Jackson",11856046.3
1395,"Informant!, The",10/16/2009,Comedy,"Joel McHale, Matt Damon, Melanie Lynskey, Paul F. Tompkins, Scott Bakula, Thomas F. Wilson, Tony Hale",2036382.0
1397,"Imaginarium Of Doctor Parnassus, The",04/09/2010,Adventure,"Christopher Plummer, Colin Farrell, Gwendoline Christie, Heath Ledger, Johnny Depp, Jude Law, Lily Cole, Tom Waits",7622288.5
1398,All About Steve,01/01/2010,Comedy,"Beth Grant, Bradley Cooper, D.J. Qualls, Howard Hesseman, Jason Jones, Keith David, Ken Jeong, M.C. Gainey, Sandra Bullock, Thomas Haden Church",13937435.0
1402,"Perfect Game, The",04/01/2010,Drama,"Bruce McGill, Cheech Marin, Clifton Collins Jr., David Koechner, Emilie de Ravin, Gabriel Morales, Jake T. Austin, Louis Gossett Jr., Moises Arias",32582541.0
1404,Entre les Murs,09/04/2009,Drama,,590725.000000001
1407,It's Complicated,01/29/2010,Comedy,"Alec Baldwin, Daryl Sabara, Hunter Parrish, John Krasinski, Lake Bell, Mary Kay Place, Meryl Streep, Rita Wilson, Steve Martin",43643320.999999896
1409,Role Models,02/20/2009,Comedy,"Amanda Righetti, Caire Louise Clark, Christopher Mintz-Plasse, Elizabeth Banks, Jane Lynch, Ken Jeong, Paul Rudd, Seann William Scott",4754273.99999999
1410,Ninja Assassin,01/15/2010,Action,"Ben Miles, Naomie Harris, Rain, Randall Duk Kim, Rick Yune, Sho Kosugi",6798431.99999999
1413,B-Happy,11/25/2005,Drama,"Eduardo Barril, Felipe Rios, Lorene Prieto, Manuela Martelli",159183.0
1416,BrÃ¼no,11/06/2009,Comedy,"Bono, Calvin 'Snoop Dogg' Broadus, Chris Martin, Clifford Banagale, Elton John, Gustaf Hammarsten, Josh Meyers, Paula Abdul, Ron Paul, Sacha Baron Cohen, slash, Sting",2505404.0
1417,Shorts,08/07/2009,Comedy,"Devon Gearhart, Jake Short, James Spader, Jimmy Bennett, III, Jolie Vanier, Jon Cryer, Kat Dennings, Leo Howard, Leslie Mann, Rebel Rodriguez, Trevor Gagnon, William H. Macy",20138244.35
1420,3:19 Nada es casualidad,06/19/2009,Drama,"Alexandra De La Mora, Diana Bracho, JosÃ© Galotto, Juan Cruz DÃ­az la Barba",909823.0
1421,Bride Wars (2009),01/30/2009,Comedy,"Anne Hathaway, Bryan Greenberg, Candice Bergen, Chris Pratt, Jason Kolotouros, Kate Hudson, Kristen Johnston, Robert Capron, Steve Howey",38299764.399999894
1423,"Final Destination 4, The",10/09/2009,Horror,"Andrew Fiscella, Bobby Campo, Haley Webb, Krista Allen, Lara Grice, Mykelti Williamson, Nick Zano, Shantel VanSanten",29028174.0
1425,Lake Tahoe,11/28/2008,Drama,"Daniela Valentine, Diego Catano, Hector Herrera",563370.0
1428,Legend Of The Guardians:Owls Of Ga'Hoole,10/08/2010,Animation,"Abbie Cornish, David Wenham, Emilie de Ravin, Geoffrey Rush, Helen Mirren, Hugo Weaving, Jay Laga'aia, Jim Sturgess, Miriam Margolyes, Ryan Kwanten, Sam Neill",83575520.20000009
1429,Drag Me To Hell,08/21/2009,Horror,"Alex Veadov, Alison Lohman, Bojana Novakovic, Bonnie Aarons, David Paymer, Fernanda Romero, Jessica Lucas, Justin Long",43293043.0
1431,Cats & Dogs: Revenge Of Kitty Galore,08/13/2010,Comedy,"Bette Midler, Chris O'Donnell, Christina Applegate, David Milchard, Jack McBrayer, James Marsden, Joe Pantoliano, Malcolm Stewart, Michael Clarke Duncan, Neil Patrick Harris, Nick Nolte, Paul Rodriguez, Roger Moore, Sean Hayes",47510137.0
1435,AÃ±o uÃ±a,07/24/2009,,"Diego Catano, Eireann Harper, Michele Alban",84220.0000000001
1438,Sammy's Avonturen: De geheime Doorgang,10/29/2010,Animation,"Isabelle Fuhrman, Jenny McCarthy, Melanie Griffith, Tim Curry, Yuri Lowenthal",50568471.6200001
1440,Rachel Getting Married,03/20/2009,Comedy,"Anne Hathaway, Bill Irwin, Dorian Missick, Mather Zickel, Rosemarie DeWitt, Sebastian Stan",2341980.0
1441,"Synecdoche, New York",08/21/2009,Comedy,"Catherine Keener, Dianne Wiest, Emily Watson, Jennifer Jason Leigh, Michelle Williams, Philip Seymour Hoffman, Samantha Morton",494815.0
1443,Vals Im Bashir,07/16/2009,Documentary,,602113.0
1445,Mirrors (2008),10/03/2008,Horror,"Amy Smart, Cameron Boyce, Erica Gluck, Jason Flemyng, Kiefer Sutherland, Mary Beth Peil, Paula Patton",46563602.0
1446,Tropic Thunder,08/29/2008,Comedy,"Ben Stiller, Bill Hader, Brandon T. Jackson, Jack Black, Jay Baruchel, Matthew McConaughey, Robert Downey  Jr., Steve Coogan, Tom Cruise, Yvette Nicole Brown",32675895.8
1447,Tooth Fairy,01/15/2010,Family,"Abigail Breslin, Ashley Judd, Billy Crystal, Brandon T. Jackson, Dwayne Johnson, Julie Andrews, Stephen Merchant",101848276.0
1458,Bandslam,08/28/2009,Comedy,"Alyson Michalka, Blair Bomar, Casey Williams, Charlie Saxton, David Bowie, Elvy Yost, Gaelan Connell, J.W. Wright II, Lisa Chung, Lisa Kudrow, Ryan Donowho, Scott Porter, Vanessa Hudgens",1615750.0
1460,Amelia,11/13/2009,Drama,"Christopher Eccleston, Ewan McGregor, Hilary Swank, Mia Wasikowska, Richard Gere",2582501.0
1461,"Cabin In The Woods, The",10/05/2012,Horror,"Amy Acker, Anna Hutchison, Bradley Whitford, Brian J. White, Chris Hemsworth, Fran Kranz, Jesse Williams, Kristen Connolly, Richard Jenkins",13673626.23
1470,"Hangover, The",08/14/2009,Comedy,"Bradley Cooper, Ed Helms, Jeffrey Tambor, Ken Jeong, Rachael Harris, Zach Galifianakis",98081927.0
1471,"Orphan, The",09/04/2009,Horror,"Aryana Engineer, Isabelle Fuhrman, Jimmy Bennett, III, Lorry Ayers, Margo Martindale, Peter Sarsgaard, Vera Farmiga",54358515.960000105
1473,MoliÃ¨re (re 2008),09/05/2008,Comedy,"Edouard Baer, Fabrice Luchini, Laura Morante, Ludivine Sagnier, Romain Duris",2185841.0
1474,"Unborn, The",03/13/2009,Horror,"Cam Gigandet, Gary Oldman, Idris Elba, Meagan Good, Odette Annable",69542649.0000001
1477,"Wrestler, The",02/27/2009,Drama,"Ernest Miller, Evan Rachel Wood, Marisa Tomei, Mickey Rourke, Todd Barry",9000838.00000001
1478,Veritas: Prince of Truth,09/12/2008,,"Amy Jo Johnson, Bret Loehr, Kate Walsh, Sean Patrick Flanery",2066278.00000001
1479,ArrancÃ¡me la vida,09/12/2008,Drama,"Ana Claudia TalancÃ³n, Daniel GimÃ©nez Cacho, JosÃ© MarÃ­a de Tavira, Mariana PeÃ±alva",97929294.00000021
1481,Disco ormene,03/11/2011,Animation,"David Bateson, Heather Carino, Helle Dolleris, Trine Dyrholm",302277.5
1482,Takers,10/08/2010,Action,"Andrew Fiscella, Chris Brown, Hayden Christensen, Idris Elba, Jay Hernandez, Johnathon Schaech, Matt Dillon, Michael Ealy, Nicholas Turturro, Paul Walker, Steve Harris, Tip ""T.I."" Harris, Zoe Saldana",8548467.00000001
1483,Legion,03/19/2010,Action,"Adrianne Palicki, Charles S. Dutton, Dennis Quaid, Doug Jones, Jon Tenney, Kate Walsh, Kevin Durand, Lucas Black, Paul Bettany, Tyrese Gibson",29793878.0
1485,Mejor es que Gabriela no se Muera,09/19/2008,,"Gabriela Roel, Mauricio Isaac",848498.000000002
1486,Astro Boy,01/29/2010,Animation,"Bill Nighy, Charlize Theron, Donald Sutherland, Eugene Levy, Freddie Highmore, Kristen Bell, Madeline Carroll, Moises Arias, Nathan Lane, Nicolas Cage, Samuel L. Jackson, Victor Bonavida",11857842.0
1490,"Usynlige, De",08/12/2011,Drama,"Angelou Garcia, Ellen Dorrit Petersen, Fredrik GrÃ¸ndahl, PÃ¥l Sverre Valheim Hagen, Trine Dyrholm, Trond Espen Seim",435844.999999999
1492,Captain America: The First Avenger,07/29/2011,Action,"Bruno Ricci, Chris Evans, Derek Luke, Dominic Cooper, Hayley Atwell, Hugo Weaving, JJ Feild, Kenneth Choi, Neal McDonough, Richard Armitage, Samuel L. Jackson, Sebastian Stan, Stan Lee, Stanley Tucci, Toby Jones, Tommy Lee Jones",251047619.7
1493,Thor,04/29/2011,Action,"Anthony Hopkins, Chris Hemsworth, Clark Gregg, Idris Elba, Kat Dennings, Natalie Portman, Samuel L. Jackson, Stan Lee",229377917.08
1495,Fraude,11/16/2007,Documentary,,11996229.0
1496,Rango,03/04/2011,Animation,"Abigail Breslin, Alfred Molina, Beth Grant, Bill Nighy, Claudia Black, Gil Birmingham, Harry Dean Stanton, Ian Abercrombie, Isla Fisher, James Ward Byrkit, Johnny Depp, Ned Beatty, Ray Winstone, Stephen Root, Timothy Olyphant",124732538.1
1498,Kung Fu Panda 2,06/10/2011,Animation,"Angelina Jolie, Danny McBride, David Cross, Dennis Haysbert, Dustin Hoffman, Gary Oldman, Jack Black, Jackie Chan, James Hong, Jean-Claude Van Damme, Lucy Liu, Michelle Yeoh, Seth Rogen, Victor Garber",287506468.32
1499,"Book Of Eli, The",01/29/2010,Action,"Denzel Washington, Evan Jones, Frances de la Tour, Gary Oldman, Jennifer Beals, Joe Pingue, Malcolm McDowell, Michael Gambon, Mila Kunis, Ray Stevenson, Tom Waits",52076919.999999896
1501,Pamela,10/03/2008,Drama,,1592362.0
1502,Sorority Row,09/11/2009,Horror,"Audrina Partridge, Briana Evigan, Carrie Fisher, Jamie Chung, Leah Pipes, Rumer Willis",3633121.00000001
